total_questions,skipped,citation_coverage_pct,retrieval_top1_hit_pct,retrieval_topk_hit_pct,correctly_refused_pct,mean_latency_ms,p95_latency_ms,mean_token_usage_est
5,0,100.0,80.0,100.0,0.0,19.61,0.0,489.4
